round,client_id,loss,rmse,r2,mae,mape,model_type
1,1,0.0012605120427906513,40.72273093506835,0.9302340200943755,28.417349642781563,16.979325943680337,client
1,7,0.0012546952348202467,21.323849368108373,0.9309088373516663,15.182754334051522,7.792048147951934,client
1,8,0.002367196138948202,37.70672319080396,0.8553136828635325,25.970953413322377,15.082666049309976,client
1,2,0.0010647575836628675,24.636121809942406,0.9607958232100565,18.227676237260653,5237700.095340434,client
1,9,0.002463594311848283,42.93393167027438,0.9097652171224202,28.43492095100585,33141.22408433055,client
1,3,0.0021176582667976618,35.01970818428738,0.9444159401277529,23.54293520387475,14.627478903115342,client
1,5,0.0011538172839209437,26.664794549544887,0.9545125011641518,18.197883673078003,904071.0364033824,client
1,6,0.0016590746818110347,26.88294505176871,0.8955006506693132,18.06485177500785,9.916907330921388,client
1,10,0.001833164831623435,29.842388139022347,0.9578988039817715,20.296288992249327,3043994.0294930646,client
1,4,0.0009344384307041764,26.900360582085224,0.9365860886790235,19.66202800383162,8.134867882621032,client
1,global,0.0016108908806927503,31.263355348090602,0.9275931565264063,21.59976422264635,921897.891861547,global
